Time(s), Pan(degree), Tilt(degree), Signal Strength
1051.84,132.0,28.0,262.0
1052.04,133.0,28.0,252.0
1052.24,134.0,28.0,246.0
1052.44,135.0,28.0,245.0
1052.64,136.0,28.0,256.0
1052.84,137.0,28.0,268.0
1053.05,138.0,28.0,287.0
1053.25,139.0,28.0,304.0
1053.45,140.0,28.0,317.0
1053.65,141.0,28.0,335.0
1053.85,142.0,28.0,354.0
1054.05,143.0,28.0,369.0
1054.25,144.0,28.0,380.0
1054.45,145.0,28.0,387.0
1054.65,146.0,28.0,392.0
1054.86,147.0,28.0,385.0
1055.06,148.0,28.0,377.0
1055.26,149.0,28.0,363.0
1055.46,150.0,28.0,349.0
1055.66,151.0,28.0,330.0
1055.86,152.0,28.0,315.0
1056.06,153.0,28.0,299.0
1056.26,154.0,28.0,282.0
1056.46,155.0,28.0,267.0
1056.67,156.0,28.0,258.0
1056.87,157.0,28.0,252.0
1057.07,158.0,28.0,249.0
1057.27,159.0,28.0,248.0
1057.47,160.0,28.0,253.0
1057.67,161.0,28.0,262.0
1057.87,162.0,28.0,274.0
1058.07,163.0,28.0,287.0
1058.27,164.0,28.0,301.0
1058.47,165.0,28.0,310.0
1058.68,166.0,28.0,323.0
1058.88,167.0,28.0,336.0
1059.08,168.0,28.0,349.0
1059.28,169.0,28.0,362.0
1059.48,170.0,28.0,373.0
1059.68,171.0,28.0,381.0
1059.88,172.0,28.0,387.0
1060.08,173.0,28.0,391.0
1060.29,174.0,28.0,392.0
1060.49,175.0,28.0,386.0
1060.69,176.0,28.0,377.0
1060.89,177.0,28.0,367.0
1061.09,178.0,28.0,354.0
1061.29,179.0,28.0,337.0
1061.49,180.0,28.0,321.0
1061.69,181.0,29.0,305.0
1061.89,180.0,29.0,287.0
1062.09,179.0,29.0,275.0
1062.3,178.0,29.0,261.0
1062.5,177.0,29.0,254.0
1062.7,176.0,29.0,250.0
1062.9,175.0,29.0,247.0
1063.1,174.0,29.0,255.0
1063.3,173.0,29.0,265.0
1063.5,172.0,29.0,279.0
1063.7,171.0,29.0,294.0
1063.91,170.0,29.0,310.0
1064.1,169.0,29.0,324.0
1064.31,168.0,29.0,343.0
1064.51,167.0,29.0,362.0
1064.71,166.0,29.0,377.0
1064.91,165.0,29.0,388.0
1065.11,164.0,29.0,395.0
1065.31,163.0,29.0,395.0
1065.51,162.0,29.0,386.0
1065.71,161.0,29.0,372.0
1065.92,160.0,29.0,354.0
1066.12,159.0,29.0,332.0
1066.32,158.0,29.0,311.0
1066.52,157.0,29.0,291.0
1066.72,156.0,29.0,271.0
1066.92,155.0,29.0,255.0
1067.12,154.0,29.0,249.0
1067.32,153.0,29.0,246.0
1067.52,152.0,29.0,255.0
1067.72,151.0,29.0,267.0
1067.93,150.0,29.0,291.0
1068.13,149.0,29.0,310.0
1068.33,148.0,29.0,328.0
1068.53,147.0,29.0,349.0
1068.73,146.0,29.0,372.0
1068.93,145.0,29.0,386.0
1069.13,144.0,29.0,395.0
1069.33,143.0,29.0,394.0
1069.54,142.0,29.0,381.0
1069.74,141.0,29.0,363.0
1069.94,140.0,29.0,339.0
1070.14,139.0,29.0,313.0
1070.34,138.0,29.0,290.0
1070.54,137.0,29.0,267.0
1070.74,136.0,29.0,253.0
1070.94,135.0,29.0,248.0
1071.14,134.0,29.0,252.0
1071.34,133.0,29.0,262.0
1071.55,132.0,29.0,285.0
1071.75,131.0,29.0,315.0
1071.95,130.0,29.0,343.0
1072.15,129.0,29.0,377.0
1072.35,128.0,29.0,405.0
1072.55,127.0,29.0,420.0
1072.75,126.0,29.0,424.0
1072.95,125.0,29.0,416.0
1073.16,124.0,29.0,394.0
1073.35,123.0,29.0,365.0
1073.56,122.0,29.0,332.0
1073.76,121.0,29.0,299.0
1073.96,120.0,29.0,268.0
1074.16,119.0,29.0,250.0
1074.36,118.0,29.0,239.0
1074.56,117.0,29.0,238.0
1074.76,116.0,29.0,242.0
1074.96,115.0,29.0,261.0
1075.17,114.0,29.0,289.0
1075.37,113.0,29.0,318.0
1075.57,112.0,29.0,344.0
1075.77,111.0,29.0,375.0
1075.97,110.0,29.0,406.0
1076.17,109.0,29.0,422.0
1076.37,108.0,29.0,428.0
1076.57,107.0,29.0,428.0
1076.77,106.0,29.0,406.0
1076.97,105.0,29.0,379.0
1077.18,104.0,29.0,348.0
1077.38,103.0,29.0,313.0
1077.58,102.0,29.0,284.0
1077.78,101.0,29.0,256.0
1077.98,100.0,29.0,243.0
1078.18,99.0,29.0,239.0
1078.38,98.0,29.0,240.0
1078.58,97.0,29.0,254.0
1078.79,96.0,29.0,277.0
1078.99,95.0,29.0,305.0
1079.19,94.0,29.0,333.0
1079.39,93.0,29.0,358.0
1079.59,92.0,29.0,392.0
1079.79,91.0,29.0,415.0
1079.99,90.0,29.0,426.0
1080.19,89.0,29.0,429.0
1080.39,88.0,29.0,419.0
1080.59,87.0,29.0,396.0
1080.8,86.0,29.0,368.0
1081.0,85.0,29.0,336.0
1081.2,84.0,29.0,305.0
1081.4,83.0,29.0,276.0
1081.6,82.0,29.0,253.0
1081.8,81.0,29.0,241.0
1082.0,80.0,29.0,240.0
1082.2,79.0,29.0,241.0
1082.4,78.0,29.0,261.0
1082.6,77.0,29.0,286.0
1082.81,76.0,29.0,313.0
1083.01,75.0,29.0,340.0
1083.21,74.0,29.0,368.0
1083.41,73.0,29.0,401.0
1083.61,72.0,29.0,421.0
1083.81,71.0,29.0,428.0
1084.01,70.0,29.0,429.0
1084.21,69.0,29.0,410.0
1084.41,68.0,29.0,379.0
1084.61,67.0,29.0,348.0
1084.82,66.0,29.0,313.0
1085.02,65.0,29.0,282.0
1085.22,64.0,29.0,254.0
1085.42,63.0,29.0,242.0
1085.62,62.0,29.0,239.0
1085.82,61.0,29.0,245.0
1086.02,60.0,29.0,266.0
1086.22,59.0,29.0,296.0
1086.43,58.0,29.0,327.0
1086.63,57.0,29.0,356.0
1086.83,56.0,29.0,393.0
1087.03,55.0,29.0,418.0
1087.23,54.0,29.0,427.0
1087.43,53.0,29.0,429.0
1087.63,52.0,29.0,407.0
1087.83,51.0,29.0,374.0
1088.03,50.0,29.0,340.0
1088.23,49.0,29.0,303.0
1088.44,48.0,29.0,266.0
1088.64,47.0,29.0,246.0
1088.84,46.0,29.0,240.0
1089.04,45.0,29.0,239.0
1089.24,44.0,29.0,257.0
1089.44,43.0,29.0,281.0
1089.64,42.0,29.0,317.0
1089.84,41.0,29.0,344.0
1090.04,40.0,29.0,382.0
1090.25,39.0,29.0,413.0
1090.45,38.0,29.0,427.0
1090.65,37.0,29.0,429.0
1090.85,36.0,29.0,414.0
1091.05,35.0,29.0,385.0
1091.25,34.0,29.0,353.0
1091.45,33.0,29.0,313.0
1091.65,32.0,29.0,282.0
1091.85,31.0,29.0,253.0
1092.06,30.0,29.0,242.0
1092.26,29.0,29.0,239.0
1092.46,28.0,29.0,249.0
1092.66,27.0,29.0,271.0
1092.86,26.0,29.0,304.0
1093.06,25.0,29.0,336.0
1093.26,24.0,29.0,369.0
1093.46,23.0,29.0,405.0
1093.66,22.0,29.0,424.0
1093.86,21.0,29.0,430.0
1094.06,20.0,29.0,420.0
1094.27,19.0,29.0,393.0
1094.47,18.0,29.0,357.0
1094.67,17.0,29.0,319.0
1094.87,16.0,29.0,283.0
1095.07,15.0,29.0,252.0
1095.27,14.0,29.0,241.0
1095.47,13.0,29.0,239.0
1095.67,12.0,29.0,253.0
1095.87,11.0,29.0,280.0
1096.08,10.0,29.0,314.0
1096.28,9.0,29.0,343.0
1096.48,8.0,29.0,379.0
1096.68,7.0,29.0,411.0
1096.88,6.0,29.0,427.0
1097.08,5.0,29.0,430.0
1097.28,4.0,29.0,418.0
1097.48,3.0,29.0,390.0
1097.68,2.0,29.0,355.0
1097.88,1.0,29.0,320.0
1098.08,0.0,29.0,286.0
1098.29,-1.0,30.0,255.0
1098.49,0.0,30.0,243.0
1098.69,1.0,30.0,243.0
1098.89,2.0,30.0,249.0
1099.09,3.0,30.0,270.0
1099.29,4.0,30.0,300.0
1099.49,5.0,30.0,330.0
1099.69,6.0,30.0,359.0
1099.89,7.0,30.0,397.0
1100.09,8.0,30.0,422.0
1100.3,9.0,30.0,430.0
1100.5,10.0,30.0,429.0
1100.7,11.0,30.0,402.0
1100.9,12.0,30.0,369.0
1101.1,13.0,30.0,329.0
1101.3,14.0,30.0,287.0
1101.5,15.0,30.0,259.0
1101.7,16.0,30.0,242.0
1101.9,17.0,30.0,240.0
1102.11,18.0,30.0,241.0
1102.31,19.0,30.0,263.0
1102.51,20.0,30.0,297.0
1102.71,21.0,30.0,329.0
1102.91,22.0,30.0,356.0
1103.11,23.0,30.0,390.0
1103.31,24.0,30.0,413.0
1103.51,25.0,30.0,428.0
1103.71,26.0,30.0,430.0
1103.92,27.0,30.0,408.0
1104.12,28.0,30.0,378.0
1104.32,29.0,30.0,343.0
1104.52,30.0,30.0,307.0
1104.72,31.0,30.0,275.0
1104.92,32.0,30.0,250.0
1105.12,33.0,30.0,241.0
1105.32,34.0,30.0,239.0
1105.52,35.0,30.0,251.0
1105.72,36.0,30.0,275.0
1105.93,37.0,30.0,303.0
1106.13,38.0,30.0,334.0
1106.33,39.0,30.0,363.0
1106.53,40.0,30.0,397.0
1106.73,41.0,30.0,420.0
1106.93,42.0,30.0,429.0
1107.13,43.0,30.0,429.0
1107.33,44.0,30.0,408.0
1107.53,45.0,30.0,378.0
1107.73,46.0,30.0,345.0
1107.94,47.0,30.0,305.0
1108.14,48.0,30.0,277.0
1108.34,49.0,30.0,252.0
1108.54,50.0,30.0,242.0
1108.74,51.0,30.0,240.0
1108.94,52.0,30.0,251.0
1109.14,53.0,30.0,273.0
1109.34,54.0,30.0,304.0
1109.54,55.0,30.0,333.0
1109.75,56.0,30.0,365.0
1109.95,57.0,30.0,404.0
1110.15,58.0,30.0,426.0
1110.35,59.0,30.0,434.0
1110.55,60.0,30.0,434.0
1110.75,61.0,30.0,410.0
1110.95,62.0,30.0,379.0
1111.15,63.0,30.0,341.0
1111.35,64.0,30.0,297.0
1111.56,65.0,30.0,272.0
1111.76,66.0,30.0,249.0
1111.96,67.0,30.0,241.0
1112.16,68.0,30.0,240.0
1112.36,69.0,30.0,252.0
1112.56,70.0,30.0,279.0
1112.76,71.0,30.0,309.0
1112.96,72.0,30.0,340.0
1113.16,73.0,30.0,371.0
1113.36,74.0,30.0,407.0
1113.57,75.0,30.0,428.0
1113.77,76.0,30.0,433.0
1113.97,77.0,30.0,432.0
1114.17,78.0,30.0,407.0
1114.37,79.0,30.0,376.0
1114.57,80.0,30.0,342.0
1114.77,81.0,30.0,306.0
1114.97,82.0,30.0,274.0
1115.17,83.0,30.0,250.0
1115.38,84.0,30.0,240.0
1115.58,85.0,30.0,239.0
1115.78,86.0,30.0,249.0
1115.98,87.0,30.0,271.0
1116.18,88.0,30.0,299.0
1116.38,89.0,30.0,332.0
1116.58,90.0,30.0,360.0
1116.78,91.0,30.0,396.0
1116.98,92.0,30.0,423.0
1117.19,93.0,30.0,432.0
1117.39,94.0,30.0,434.0
1117.59,95.0,30.0,418.0
1117.79,96.0,30.0,391.0
1117.99,97.0,30.0,360.0
1118.19,98.0,30.0,325.0
1118.39,99.0,30.0,292.0
1118.59,100.0,30.0,264.0
1118.79,101.0,30.0,246.0
1118.99,102.0,30.0,241.0
1119.2,103.0,30.0,241.0
1119.4,104.0,30.0,257.0
1119.6,105.0,30.0,283.0
1119.8,106.0,30.0,309.0
1120.0,107.0,30.0,340.0
1120.2,108.0,30.0,370.0
1120.4,109.0,30.0,404.0
1120.6,110.0,30.0,421.0
1120.8,111.0,30.0,427.0
1121.01,112.0,30.0,427.0
1121.21,113.0,30.0,404.0
1121.41,114.0,30.0,378.0
1121.61,115.0,30.0,347.0
1121.81,116.0,30.0,314.0
1122.01,117.0,30.0,277.0
1122.21,118.0,30.0,254.0
1122.41,119.0,30.0,242.0
1122.61,120.0,30.0,239.0
1122.82,121.0,30.0,239.0
1123.02,122.0,30.0,257.0
1123.22,123.0,30.0,281.0
1123.42,124.0,30.0,308.0
1123.62,125.0,30.0,337.0
1123.82,126.0,30.0,364.0
1124.02,127.0,30.0,398.0
1124.22,128.0,30.0,420.0
1124.42,129.0,30.0,428.0
1124.63,130.0,30.0,431.0
1124.83,131.0,30.0,421.0
1125.03,132.0,30.0,399.0
1125.23,133.0,30.0,371.0
1125.43,134.0,30.0,342.0
1125.63,135.0,30.0,312.0
1125.83,136.0,30.0,284.0
1126.03,137.0,30.0,262.0
1126.23,138.0,30.0,246.0
1126.43,139.0,30.0,241.0
1126.64,140.0,30.0,240.0
1126.84,141.0,30.0,247.0
1127.04,142.0,30.0,263.0
1127.24,143.0,30.0,288.0
1127.44,144.0,30.0,313.0
1127.64,145.0,30.0,338.0
1127.84,146.0,30.0,362.0
1128.04,147.0,30.0,393.0
1128.25,148.0,30.0,410.0
1128.44,149.0,30.0,410.0
1128.65,150.0,30.0,417.0
1128.85,151.0,30.0,419.0
1129.05,152.0,30.0,409.0
1129.25,153.0,30.0,394.0
1129.45,154.0,30.0,374.0
1129.65,155.0,30.0,350.0
1129.85,156.0,30.0,325.0
1130.05,157.0,30.0,302.0
1130.26,158.0,30.0,278.0
1130.46,159.0,30.0,262.0
1130.66,160.0,30.0,251.0
1130.86,161.0,30.0,247.0
1131.06,162.0,30.0,246.0
1131.26,163.0,30.0,254.0
1131.46,164.0,30.0,270.0
1131.66,165.0,30.0,288.0
1131.86,166.0,30.0,308.0
1132.06,167.0,30.0,325.0
1132.27,168.0,30.0,353.0
1132.47,169.0,30.0,382.0
1132.67,170.0,30.0,407.0
1132.87,171.0,30.0,421.0
1133.07,172.0,30.0,427.0
1133.27,173.0,30.0,428.0
1133.47,174.0,30.0,426.0
1133.67,175.0,30.0,409.0
1133.88,176.0,30.0,388.0
1134.08,177.0,30.0,366.0
1134.28,178.0,30.0,340.0
1134.48,179.0,30.0,313.0
1134.68,180.0,30.0,287.0
1134.88,181.0,31.0,263.0
1135.08,180.0,31.0,249.0
1135.28,179.0,31.0,242.0
1135.48,178.0,31.0,240.0
1135.69,177.0,31.0,239.0
1135.89,176.0,31.0,250.0
1136.09,175.0,31.0,265.0
1136.29,174.0,31.0,287.0
1136.49,173.0,31.0,311.0
1136.69,172.0,31.0,333.0
1136.89,171.0,31.0,354.0
1137.09,170.0,31.0,383.0
1137.29,169.0,31.0,407.0
1137.5,168.0,31.0,423.0
1137.69,167.0,31.0,429.0
1137.9,166.0,31.0,431.0
1138.1,165.0,31.0,423.0
1138.3,164.0,31.0,403.0
1138.5,163.0,31.0,379.0
1138.7,162.0,31.0,351.0
1138.9,161.0,31.0,321.0
1139.1,160.0,31.0,293.0
1139.3,159.0,31.0,264.0
1139.51,158.0,31.0,248.0
1139.71,157.0,31.0,240.0
1139.91,156.0,31.0,240.0
1140.11,155.0,31.0,239.0
1140.31,154.0,31.0,256.0
1140.51,153.0,31.0,276.0
1140.71,152.0,31.0,301.0
1140.91,151.0,31.0,325.0
1141.11,150.0,31.0,348.0
1141.31,149.0,31.0,376.0
1141.52,148.0,31.0,404.0
1141.72,147.0,31.0,421.0
1141.92,146.0,31.0,428.0
1142.12,145.0,31.0,429.0
1142.32,144.0,31.0,419.0
1142.52,143.0,31.0,398.0
1142.72,142.0,31.0,371.0
1142.92,141.0,31.0,343.0
1143.13,140.0,31.0,312.0
1143.33,139.0,31.0,283.0
1143.53,138.0,31.0,259.0
1143.73,137.0,31.0,244.0
1143.93,136.0,31.0,239.0
1144.13,135.0,31.0,239.0
1144.33,134.0,31.0,249.0
1144.53,133.0,31.0,270.0
1144.73,132.0,31.0,293.0
1144.94,131.0,31.0,321.0
1145.14,130.0,31.0,345.0
1145.34,129.0,31.0,375.0
1145.54,128.0,31.0,406.0
1145.74,127.0,31.0,422.0
1145.94,126.0,31.0,429.0
1146.14,125.0,31.0,430.0
1146.34,124.0,31.0,413.0
1146.54,123.0,31.0,388.0
1146.74,122.0,31.0,358.0
1146.95,121.0,31.0,326.0
1147.15,120.0,31.0,286.0
1147.35,119.0,31.0,267.0
1147.55,118.0,31.0,248.0
1147.75,117.0,31.0,242.0
1147.95,116.0,31.0,241.0
1148.15,115.0,31.0,252.0
1148.35,114.0,31.0,271.0
1148.56,113.0,31.0,299.0
1148.76,112.0,31.0,328.0
1148.96,111.0,31.0,354.0
1149.16,110.0,31.0,388.0
1149.36,109.0,31.0,416.0
1149.56,108.0,31.0,430.0
1149.76,107.0,31.0,434.0
1149.96,106.0,31.0,430.0
1150.16,105.0,31.0,407.0
1150.36,104.0,31.0,381.0
1150.57,103.0,31.0,350.0
1150.77,102.0,31.0,317.0
1150.97,101.0,31.0,286.0
1151.17,100.0,31.0,262.0
1151.37,99.0,31.0,248.0
1151.57,98.0,31.0,243.0
1151.77,97.0,31.0,244.0
1151.97,96.0,31.0,256.0
1152.18,95.0,31.0,279.0
1152.38,94.0,31.0,304.0
1152.58,93.0,31.0,331.0
1152.78,92.0,31.0,354.0
1152.98,91.0,31.0,385.0
1153.18,90.0,31.0,412.0
1153.38,89.0,31.0,427.0
1153.58,88.0,31.0,431.0
1153.78,87.0,31.0,431.0
1153.98,86.0,31.0,413.0
1154.19,85.0,31.0,389.0
1154.39,84.0,31.0,362.0
1154.59,83.0,31.0,332.0
1154.79,82.0,31.0,303.0
1154.99,81.0,31.0,272.0
1155.19,80.0,31.0,254.0
1155.39,79.0,31.0,244.0
1155.59,78.0,31.0,241.0
1155.79,77.0,31.0,239.0
1155.99,76.0,31.0,248.0
1156.19,75.0,31.0,266.0
1156.4,74.0,31.0,287.0
1156.6,73.0,31.0,309.0
1156.8,72.0,31.0,335.0
1157.0,71.0,31.0,355.0
1157.2,70.0,31.0,384.0
1157.4,69.0,31.0,409.0
1157.6,68.0,31.0,424.0
1157.8,67.0,31.0,430.0
1158.0,66.0,31.0,431.0
1158.21,65.0,31.0,425.0
1158.41,64.0,31.0,407.0
1158.61,63.0,31.0,384.0
1158.81,62.0,31.0,357.0
1159.01,61.0,31.0,330.0
1159.21,60.0,31.0,304.0
1159.41,59.0,31.0,280.0
1159.61,58.0,31.0,256.0
1159.81,57.0,31.0,246.0
1160.02,56.0,31.0,240.0
1160.22,55.0,31.0,239.0
1160.42,54.0,31.0,241.0
1160.62,53.0,31.0,257.0
1160.82,52.0,31.0,276.0
1161.02,51.0,31.0,299.0
1161.22,50.0,31.0,323.0
1161.42,49.0,31.0,344.0
1161.62,48.0,31.0,367.0
1161.82,47.0,31.0,396.0
1162.03,46.0,31.0,417.0
1162.23,45.0,31.0,428.0
1162.43,44.0,31.0,433.0
1162.63,43.0,31.0,433.0
1162.83,42.0,31.0,420.0
1163.03,41.0,31.0,400.0
1163.23,40.0,31.0,377.0
1163.43,39.0,31.0,352.0
1163.63,38.0,31.0,324.0
1163.83,37.0,31.0,299.0
1164.04,36.0,31.0,276.0
1164.24,35.0,31.0,258.0
1164.44,34.0,31.0,247.0
1164.64,33.0,31.0,244.0
1164.84,32.0,31.0,242.0
1165.04,31.0,31.0,247.0
1165.24,30.0,31.0,259.0
1165.44,29.0,31.0,281.0
1165.64,28.0,31.0,304.0
1165.85,27.0,31.0,327.0
1166.05,26.0,31.0,345.0
1166.25,25.0,31.0,370.0
1166.45,24.0,31.0,397.0
1166.65,23.0,31.0,416.0
1166.85,22.0,31.0,427.0
1167.05,21.0,31.0,430.0
1167.25,20.0,31.0,430.0
1167.45,19.0,31.0,418.0
1167.66,18.0,31.0,399.0
1167.86,17.0,31.0,376.0
1168.06,16.0,31.0,351.0
1168.26,15.0,31.0,324.0
1168.46,14.0,31.0,300.0
1168.66,13.0,31.0,276.0
1168.86,12.0,31.0,255.0
1169.06,11.0,31.0,244.0
1169.26,10.0,31.0,240.0
1169.46,9.0,31.0,239.0
1169.67,8.0,31.0,240.0
1169.87,7.0,31.0,252.0
1170.07,6.0,31.0,268.0
1170.27,5.0,31.0,289.0
1170.47,4.0,31.0,312.0
1170.67,3.0,31.0,334.0
1170.87,2.0,31.0,351.0
1171.07,1.0,31.0,376.0
1171.27,0.0,31.0,400.0
1171.47,-1.0,32.0,419.0
1171.68,0.0,32.0,427.0
1171.88,1.0,32.0,430.0
1172.08,2.0,32.0,430.0
1172.28,3.0,32.0,418.0
1172.48,4.0,32.0,400.0
1172.68,5.0,32.0,379.0
1172.88,6.0,32.0,356.0
1173.08,7.0,32.0,329.0
1173.28,8.0,32.0,306.0
1173.48,9.0,32.0,280.0
1173.69,10.0,32.0,262.0
1173.89,11.0,32.0,247.0
1174.09,12.0,32.0,240.0
1174.29,13.0,32.0,238.0
1174.49,14.0,32.0,240.0
1174.69,15.0,32.0,254.0
1174.89,16.0,32.0,274.0
1175.09,17.0,32.0,298.0
1175.29,18.0,32.0,322.0
1175.5,19.0,32.0,341.0
1175.7,20.0,32.0,367.0
1175.9,21.0,32.0,396.0
1176.1,22.0,32.0,417.0
1176.3,23.0,32.0,428.0
1176.5,24.0,32.0,431.0
1176.7,25.0,32.0,431.0
1176.9,26.0,32.0,418.0
1177.1,27.0,32.0,397.0
1177.31,28.0,32.0,373.0
1177.51,29.0,32.0,345.0
1177.71,30.0,32.0,317.0
1177.91,31.0,32.0,292.0
1178.11,32.0,32.0,267.0
1178.31,33.0,32.0,249.0
1178.51,34.0,32.0,241.0
1178.71,35.0,32.0,240.0
1178.91,36.0,32.0,241.0
1179.11,37.0,32.0,254.0
1179.31,38.0,32.0,278.0
1179.52,39.0,32.0,303.0
1179.72,40.0,32.0,326.0
1179.92,41.0,32.0,350.0
1180.12,42.0,32.0,377.0
1180.32,43.0,32.0,405.0
1180.52,44.0,32.0,423.0
1180.72,45.0,32.0,430.0
1180.92,46.0,32.0,431.0
1181.12,47.0,32.0,422.0
1181.33,48.0,32.0,401.0
1181.53,49.0,32.0,377.0
1181.73,50.0,32.0,347.0
1181.93,51.0,32.0,318.0
1182.13,52.0,32.0,291.0
1182.33,53.0,32.0,262.0
1182.53,54.0,32.0,248.0
1182.73,55.0,32.0,240.0
1182.93,56.0,32.0,240.0
1183.14,57.0,32.0,242.0
1183.34,58.0,32.0,256.0
1183.54,59.0,32.0,283.0
1183.74,60.0,32.0,308.0
1183.94,61.0,32.0,334.0
1184.14,62.0,32.0,356.0
1184.34,63.0,32.0,386.0
1184.54,64.0,32.0,412.0
1184.74,65.0,32.0,426.0
1184.94,66.0,32.0,431.0
1185.15,67.0,32.0,432.0
1185.35,68.0,32.0,419.0
1185.55,69.0,32.0,400.0
1185.75,70.0,32.0,375.0
1185.95,71.0,32.0,349.0
1186.15,72.0,32.0,321.0
1186.35,73.0,32.0,293.0
1186.55,74.0,32.0,273.0
1186.75,75.0,32.0,252.0
1186.95,76.0,32.0,243.0
1187.16,77.0,32.0,240.0
1187.36,78.0,32.0,239.0
1187.56,79.0,32.0,242.0
1187.76,80.0,32.0,257.0
1187.96,81.0,32.0,274.0
1188.16,82.0,32.0,295.0
1188.36,83.0,32.0,315.0
1188.56,84.0,32.0,332.0
1188.76,85.0,32.0,352.0
1188.97,86.0,32.0,377.0
1189.17,87.0,32.0,399.0
1189.37,88.0,32.0,417.0
1189.57,89.0,32.0,426.0
1189.77,90.0,32.0,430.0
1189.97,91.0,32.0,431.0
1190.17,92.0,32.0,429.0
1190.37,93.0,32.0,415.0
1190.57,94.0,32.0,398.0
1190.78,95.0,32.0,379.0
1190.98,96.0,32.0,357.0
1191.18,97.0,32.0,335.0
1191.38,98.0,32.0,314.0
1191.58,99.0,32.0,294.0
1191.78,100.0,32.0,274.0
1191.98,101.0,32.0,258.0
1192.18,102.0,32.0,247.0
1192.38,103.0,32.0,240.0
1192.58,104.0,32.0,239.0
1192.79,105.0,32.0,239.0
1192.99,106.0,32.0,242.0
1193.19,107.0,32.0,256.0
1193.39,108.0,32.0,270.0
1193.59,109.0,32.0,286.0
1193.79,110.0,32.0,305.0
1193.99,111.0,32.0,322.0
1194.19,112.0,32.0,340.0
1194.39,113.0,32.0,355.0
1194.6,114.0,32.0,376.0
1194.8,115.0,32.0,397.0
1195.0,116.0,32.0,410.0
1195.2,117.0,32.0,421.0
1195.4,118.0,32.0,428.0
1195.6,119.0,32.0,430.0
1195.8,120.0,32.0,431.0
1196.0,121.0,32.0,423.0
1196.2,122.0,32.0,409.0
1196.41,123.0,32.0,393.0
1196.61,124.0,32.0,373.0
1196.81,125.0,32.0,352.0
1197.01,126.0,32.0,331.0
1197.21,127.0,32.0,310.0
1197.41,128.0,32.0,282.0
1197.61,129.0,32.0,269.0
1197.81,130.0,32.0,255.0
1198.01,131.0,32.0,248.0
1198.21,132.0,32.0,244.0
1198.42,133.0,32.0,243.0
1198.62,134.0,32.0,244.0
1198.82,135.0,32.0,254.0
1199.02,136.0,32.0,268.0
1199.22,137.0,32.0,287.0
1199.42,138.0,32.0,307.0
1199.62,139.0,32.0,327.0
1199.82,140.0,32.0,342.0
1200.03,141.0,32.0,366.0
1200.23,142.0,32.0,390.0
1200.43,143.0,32.0,410.0
1200.63,144.0,32.0,423.0
1200.83,145.0,32.0,428.0
1201.03,146.0,32.0,429.0
1201.23,147.0,32.0,425.0
1201.43,148.0,32.0,408.0
1201.63,149.0,32.0,388.0
1201.83,150.0,32.0,363.0
1202.04,151.0,32.0,338.0
1202.24,152.0,32.0,310.0
1202.44,153.0,32.0,286.0
1202.64,154.0,32.0,265.0
1202.84,155.0,32.0,248.0
1203.04,156.0,32.0,242.0
1203.24,157.0,32.0,239.0
1203.44,158.0,32.0,239.0
1203.65,159.0,32.0,251.0
1203.85,160.0,32.0,271.0
1204.05,161.0,32.0,292.0
1204.25,162.0,32.0,316.0
1204.45,163.0,32.0,338.0
1204.65,164.0,32.0,360.0
1204.85,165.0,32.0,390.0
1205.05,166.0,32.0,411.0
1205.25,167.0,32.0,423.0
1205.45,168.0,32.0,427.0
1205.66,169.0,32.0,427.0
1205.86,170.0,32.0,414.0
1206.06,171.0,32.0,393.0
1206.26,172.0,32.0,366.0
1206.46,173.0,32.0,338.0
1206.66,174.0,32.0,310.0
1206.86,175.0,32.0,284.0
1207.06,176.0,32.0,258.0
1207.26,177.0,32.0,244.0
1207.46,178.0,32.0,240.0
1207.67,179.0,32.0,238.0
1207.87,180.0,32.0,242.0
1208.07,181.0,33.0,262.0
1208.27,180.0,33.0,283.0
1208.47,179.0,33.0,304.0
1208.67,178.0,33.0,323.0
1208.87,177.0,33.0,339.0
1209.07,176.0,33.0,360.0
1209.28,175.0,33.0,381.0
1209.48,174.0,33.0,397.0
1209.68,173.0,33.0,406.0
1209.88,172.0,33.0,409.0
1210.08,171.0,33.0,410.0
1210.28,170.0,33.0,393.0
1210.48,169.0,33.0,368.0
1210.68,168.0,33.0,341.0
1210.88,167.0,33.0,314.0
1211.08,166.0,33.0,288.0
1211.29,165.0,33.0,263.0
1211.49,164.0,33.0,247.0
1211.69,163.0,33.0,242.0
1211.89,162.0,33.0,241.0
1212.09,161.0,33.0,243.0
1212.29,160.0,33.0,257.0
1212.49,159.0,33.0,280.0
1212.69,158.0,33.0,305.0
1212.9,157.0,33.0,331.0
1213.09,156.0,33.0,352.0
1213.3,155.0,33.0,383.0
1213.5,154.0,33.0,408.0
1213.7,153.0,33.0,423.0
1213.9,152.0,33.0,427.0
1214.1,151.0,33.0,427.0
1214.3,150.0,33.0,412.0
1214.5,149.0,33.0,390.0
1214.7,148.0,33.0,363.0
1214.91,147.0,33.0,334.0
1215.11,146.0,33.0,306.0
1215.31,145.0,33.0,274.0
1215.51,144.0,33.0,256.0
1215.71,143.0,33.0,245.0
1215.91,142.0,33.0,241.0
1216.11,141.0,33.0,239.0
1216.31,140.0,33.0,249.0
1216.52,139.0,33.0,264.0
1216.71,138.0,33.0,288.0
